,data_hora,Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm),Mes,Ano
101,2025-01-05,24.02261904761905,24.80714285714286,23.03809523809524,70.1547619047619,75.54761904761905,66.11904761904762,17.866666666666667,18.70833333333333,17.166666666666668,885.7964285714285,886.1559523809525,885.5738095238095,2.363095238095238,240.28571428571428,5.796428571428571,1450.6130952380952,0.0214285714285714,1,2025
102,2025-01-12,23.04404761904762,23.679761904761904,22.152380952380952,77.73809523809524,82.36904761904762,74.61904761904762,18.675,19.38571428571429,18.06428571428572,884.1988095238095,884.5785714285715,884.0,2.8392857142857144,298.92857142857144,6.635714285714285,1394.5511904761904,0.3785714285714285,1,2025
103,2025-01-19,22.30952380952381,23.066666666666663,21.395238095238096,80.55952380952381,85.46428571428571,77.02380952380952,18.472619047619048,19.261904761904763,17.889285714285716,884.9047619047619,885.2357142857143,884.6880952380952,2.967857142857143,224.3690476190476,7.005952380952381,1472.6309523809523,0.5261904761904761,1,2025
104,2025-01-26,25.07583333333333,25.80666666666667,23.85666666666667,65.06666666666666,71.275,60.93333333333333,17.584166666666665,18.625833333333333,16.625833333333333,887.6291666666667,888.005,887.3833333333333,2.29,177.63333333333333,5.498333333333333,2000.155,0.5233333333333333,1,2025
