data_hora,Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm)
2023-12-03,24.726190476190474,25.56309523809524,23.696428571428573,65.77380952380952,71.55952380952381,61.023809523809526,17.405952380952378,18.320238095238096,16.527380952380952,886.6809523809524,887.0797619047619,886.4678571428572,2.2031939353984518,146.33333333333334,5.327213387151401,1431.1,0.18333333333333335
2023-12-10,26.613095238095237,27.29047619047619,25.44285714285714,53.38095238095238,59.13095238095238,49.76190476190476,15.296428571428573,16.38452380952381,14.366666666666665,886.5321428571428,886.8928571428571,886.3309523809525,2.5214285714285714,126.4047619047619,6.148809523809524,2013.2880952380954,0.07857142857142857
2023-12-17,27.135714285714286,27.920238095238098,25.978571428571428,47.726190476190474,52.80952380952381,44.29761904761905,13.983333333333333,15.048809523809522,13.040476190476191,885.7892857142857,886.1202380952382,885.5952380952381,2.913095238095238,140.79761904761904,6.955273360242367,2043.032142857143,0.021428571428571425
2023-12-24,24.310714285714283,25.12738095238095,23.236904761904764,68.57142857142857,74.73809523809524,63.67857142857143,17.523809523809526,18.392857142857142,16.548809523809524,885.8916302443894,886.2488869285562,885.8497252953969,2.392857142857143,256.10714285714283,5.795749550718558,1482.990476190476,0.3357142857142857
2023-12-31,25.41190476190476,26.34642857142857,24.238095238095237,67.22619047619048,73.44047619047619,62.26190476190476,18.552380952380954,19.420238095238094,17.598809523809525,886.7392857142858,887.0892857142857,886.55,2.1297619047619047,185.3452380952381,5.210035265004272,1490.2345238095238,0.08571428571428572
2024-01-07,22.633333333333333,23.395238095238096,21.758333333333333,82.27380952380952,86.85714285714286,77.71428571428571,19.20595238095238,19.825,18.535714285714285,884.8023809523809,885.1392857142857,884.5892857142857,2.3321428571428573,257.6309523809524,5.503403863341878,1200.240476190476,0.6857142857142857
2024-01-14,23.460714285714285,24.304761904761904,22.527380952380952,76.32142857142857,81.39285714285714,72.0952380952381,18.776190476190475,19.579761904761906,18.08214285714286,886.7166666666666,887.070238095238,886.5011904761906,2.3083333333333336,160.47619047619048,5.555952380952381,1534.384523809524,0.5523809523809524
2024-01-21,26.591666666666665,27.390476190476193,25.304761904761904,58.82142857142857,65.64285714285714,54.285714285714285,17.29047619047619,18.497619047619047,16.122619047619047,887.5178571428571,887.9071428571428,887.3119047619048,2.0055748877794044,153.6547619047619,5.080784815722829,1944.0690476190475,0.11190476190476191
2024-01-28,23.60595238095238,24.426190476190477,22.628571428571426,77.9047619047619,83.02380952380952,73.76190476190476,19.344047619047622,20.04642857142857,18.68095238095238,885.0083333333333,885.3345238095238,884.8107142857143,2.4964285714285714,264.92857142857144,5.975,1397.2607142857141,0.5928571428571429
2024-02-04,23.746428571428574,24.388095238095236,22.85595238095238,70.95238095238095,75.95238095238095,67.26190476190476,17.9,18.723809523809525,17.14166666666667,888.0297619047619,888.3559523809523,887.8142857142857,2.422241554446071,149.77380952380952,5.6726190476190474,1412.2988095238095,0.15238095238095237
2024-02-11,22.932142857142857,23.672619047619047,22.017857142857142,78.80952380952381,83.73809523809524,74.60714285714286,18.82857142857143,19.426190476190477,18.175,887.5940476190475,887.9071428571428,887.3702380952382,2.2452380952380953,134.70238095238096,5.336225741194748,1138.2714285714287,0.2857142857142857
2024-02-18,24.635714285714286,25.441666666666666,23.447619047619046,67.44047619047619,73.44047619047619,63.26190476190476,17.627380952380953,18.529761904761905,16.66904761904762,888.3,888.6297619047618,888.1071428571429,2.5,170.33333333333334,5.840476190476191,1754.8154761904761,0.11190476190476191
2024-02-25,23.521428571428572,24.189285714285717,22.548809523809524,77.47619047619048,81.89285714285714,73.9047619047619,19.041666666666668,19.66547619047619,18.382142857142856,886.0654761904761,886.5647928666606,885.9256410285941,2.7436701258746425,207.25,6.377380952380953,1513.2083333333333,0.2119047619047619
2024-03-03,25.767857142857142,26.560714285714283,24.472619047619045,61.67857142857143,68.3452380952381,57.57142857142857,17.295238095238094,18.34047619047619,16.29047619047619,887.2595238095239,887.5916666666666,887.0357142857143,2.257142857142857,146.73809523809524,5.4362257411947486,1806.047619047619,0.014285714285714285
2024-03-10,24.945238095238096,25.660119047619045,23.814285714285717,69.01190476190476,74.73809523809524,65.03571428571429,18.50654761904762,19.348809523809525,17.697619047619046,887.7785714285714,888.1273809523809,887.5720238095239,2.3708333333333336,165.28571428571428,5.688011455480463,1642.4803571428572,0.2833333333333333
2024-03-17,25.722619047619045,26.448809523809523,24.658333333333335,71.4047619047619,76.82142857142857,67.48809523809524,19.848809523809525,20.617857142857144,19.110714285714284,887.4071428571428,887.7630952380953,887.1809523809524,1.9892857142857143,138.5595238095238,5.052380952380952,1470.1535714285715,0.16428571428571428
2024-03-24,24.93154761904762,25.807738095238093,23.94345238095238,73.02380952380952,78.6547619047619,68.8452380952381,19.428571428571427,20.335714285714285,18.661309523809525,886.0250000000001,886.3904761904762,885.7797619047619,2.082738095238095,157.51190476190476,5.101785714285715,1508.3125,0.3333333333333333
2024-03-31,23.719047619047622,24.441666666666666,22.773809523809526,76.45238095238095,81.28571428571429,72.41666666666667,19.072619047619046,19.735714285714284,18.388095238095236,887.4702380952381,887.8059523809524,887.2261904761905,2.1928571428571426,147.25,5.44813050309951,1277.45,0.4
2024-04-07,23.986904761904764,24.75238095238095,22.985714285714284,77.22619047619048,82.19047619047619,73.45238095238095,19.53452380952381,20.226190476190474,18.83214285714286,886.9821428571429,887.3309523809525,886.7321428571429,2.1285714285714286,123.5,5.097619047619047,1315.3166666666668,0.3595238095238095
2024-04-14,23.877380952380953,24.532142857142855,22.885714285714286,73.78571428571429,78.41666666666667,70.11904761904762,18.511904761904763,19.186904761904763,17.804761904761904,887.147619047619,887.5,886.9285714285714,2.1738095238095236,112.0,5.197619047619048,1350.5630952380952,0.28095238095238095
2024-04-21,24.795238095238098,25.424999999999997,23.761904761904763,66.0952380952381,70.67857142857143,63.023809523809526,17.771428571428572,18.376190476190477,17.1,887.8535714285714,888.1666666666666,887.6571428571428,2.8416666666666663,88.79761904761905,6.453571428571429,1632.4488095238096,0.0
2024-04-28,24.92142857142857,25.539285714285718,23.710714285714285,63.67857142857143,69.10714285714286,60.333333333333336,17.219047619047622,18.01666666666667,16.451190476190476,887.6583333333334,887.9642857142857,887.4369047619048,2.4369047619047617,105.22619047619048,5.571428571428571,1684.2833333333333,0.19761904761904764
2024-05-05,25.390476190476193,26.03452380952381,24.28333333333333,54.476190476190474,59.63095238095238,51.714285714285715,15.188095238095238,16.06904761904762,14.46547619047619,887.8714285714285,888.1535714285714,887.6369047619048,2.788095238095238,93.86904761904762,6.20952380952381,1743.8833333333334,0.0
2024-05-12,23.835714285714285,24.45714285714286,22.636904761904763,58.107142857142854,63.38095238095238,55.345238095238095,14.439285714285715,15.289285714285715,13.65952380952381,888.2238095238096,888.5095238095239,887.9976190476191,2.76628917349369,125.95238095238095,6.303571428571429,1637.415476190476,0.0
2024-05-19,24.57222782178547,25.22058639831904,23.248809523809523,50.80952380952381,55.54761904761905,48.30952380952381,13.201190476190478,13.936904761904762,12.438095238095238,889.0535714285714,889.3333333333334,888.827380952381,2.3607142857142858,121.78571428571429,5.375511455480462,1595.5523809523809,0.0
