"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"08/02/2025";"1700";"28,3";"28,5";"26,5";"46,0";"51,0";"43,0";"15,7";"16,4";"14,4";"885,3";"885,8";"885,3";"3,0";"102,0";"7,6";"3649,50";"0,0"
"08/02/2025";"1800";"27,9";"29,1";"27,7";"42,0";"48,0";"40,0";"13,9";"16,1";"13,3";"884,7";"885,3";"884,7";"3,0";"87,0";"7,3";"3254,90";"0,0"
"08/02/2025";"1900";"28,7";"29,5";"27,1";"39,0";"44,0";"36,0";"13,5";"14,8";"12,3";"883,8";"884,7";"883,8";"3,2";"115,0";"7,0";"2311,70";"0,0"
"08/02/2025";"2000";"27,5";"29,0";"27,0";"44,0";"44,0";"37,0";"14,0";"14,0";"12,5";"883,6";"883,8";"883,5";"3,2";"111,0";"6,4";"1338,80";"0,0"
"08/02/2025";"2100";"24,3";"28,5";"24,3";"62,0";"62,0";"43,0";"16,6";"16,6";"14,5";"884,1";"884,1";"883,5";"4,7";"77,0";"9,7";"758,80";"0,0"
"08/02/2025";"2200";"23,7";"24,3";"22,6";"65,0";"72,0";"62,0";"16,7";"17,2";"16,5";"884,5";"884,6";"884,1";"2,7";"73,0";"9,7";"21,10";"0,0"
"08/02/2025";"2300";"22,8";"23,8";"22,8";"71,0";"71,0";"65,0";"17,3";"17,3";"16,7";"885,4";"885,4";"884,5";"2,9";"90,0";"8,1";"";"0,0"
"09/02/2025";"0000";"22,6";"23,0";"22,6";"73,0";"73,0";"70,0";"17,5";"17,6";"17,2";"886,2";"886,3";"885,4";"3,3";"112,0";"6,3";"";"0,0"
"09/02/2025";"0100";"21,9";"22,6";"21,9";"74,0";"76,0";"73,0";"17,0";"17,7";"17,0";"886,7";"886,7";"886,2";"3,2";"103,0";"7,4";"";"0,0"
"09/02/2025";"0200";"21,2";"21,9";"21,2";"79,0";"80,0";"74,0";"17,5";"17,5";"16,9";"887,9";"888,0";"886,7";"4,0";"89,0";"7,4";"";"0,0"
"09/02/2025";"0300";"20,5";"21,2";"20,5";"85,0";"85,0";"79,0";"17,9";"17,9";"17,5";"888,2";"888,3";"887,9";"3,2";"91,0";"9,7";"";"0,0"
"09/02/2025";"0400";"20,1";"20,6";"20,0";"87,0";"88,0";"85,0";"17,8";"18,0";"17,8";"887,5";"888,2";"887,5";"1,8";"105,0";"6,3";"";"0,0"
"09/02/2025";"0500";"19,9";"20,2";"19,7";"88,0";"88,0";"85,0";"17,8";"17,8";"17,6";"886,6";"887,5";"886,6";"2,7";"116,0";"4,7";"";"0,0"
"09/02/2025";"0600";"19,8";"19,9";"19,8";"90,0";"90,0";"88,0";"18,0";"18,1";"17,8";"886,5";"886,6";"886,3";"2,3";"106,0";"5,2";"";"0,0"
"09/02/2025";"0700";"20,1";"20,1";"19,8";"85,0";"90,0";"85,0";"17,4";"18,1";"17,4";"886,3";"886,5";"886,3";"3,3";"85,0";"6,5";"";"0,0"
"09/02/2025";"0800";"20,0";"20,1";"19,9";"83,0";"85,0";"83,0";"17,0";"17,5";"16,9";"886,4";"886,4";"886,2";"2,6";"79,0";"6,7";"";"0,0"
"09/02/2025";"0900";"19,9";"20,2";"19,9";"82,0";"83,0";"81,0";"16,8";"17,0";"16,7";"887,0";"887,0";"886,3";"3,3";"88,0";"7,4";"";"0,0"
"09/02/2025";"1000";"19,9";"20,0";"19,5";"83,0";"86,0";"82,0";"17,0";"17,1";"16,8";"887,7";"887,7";"887,0";"2,4";"89,0";"6,9";"108,60";"0,0"
"09/02/2025";"1100";"20,5";"20,7";"19,9";"80,0";"84,0";"79,0";"17,0";"17,4";"16,9";"888,3";"888,3";"887,7";"3,2";"88,0";"6,3";"527,90";"0,0"
"09/02/2025";"1200";"21,6";"21,8";"20,5";"75,0";"81,0";"74,0";"16,9";"17,8";"16,9";"888,5";"888,5";"888,2";"3,9";"78,0";"6,8";"1030,90";"0,0"
"09/02/2025";"1300";"22,0";"22,4";"21,6";"74,0";"76,0";"73,0";"17,2";"17,7";"16,7";"888,6";"888,7";"888,5";"3,6";"96,0";"8,7";"1528,60";"0,0"
"09/02/2025";"1400";"24,3";"24,5";"22,0";"61,0";"75,0";"61,0";"16,2";"17,5";"16,2";"888,5";"888,6";"888,4";"3,8";"78,0";"9,2";"2511,20";"0,0"
"09/02/2025";"1500";"24,5";"25,3";"23,0";"63,0";"69,0";"59,0";"16,9";"18,0";"15,9";"888,2";"888,5";"888,2";"4,2";"96,0";"7,8";"3340,60";"0,0"
"09/02/2025";"1600";"25,2";"25,3";"24,0";"58,0";"65,0";"58,0";"16,4";"17,2";"16,0";"887,5";"888,2";"887,5";"3,6";"108,0";"7,8";"2436,90";"0,0"
"09/02/2025";"1700";"25,2";"26,0";"24,8";"54,0";"60,0";"53,0";"15,3";"17,1";"15,3";"886,9";"887,5";"886,8";"3,5";"93,0";"9,8";"1941,70";"0,0"
"09/02/2025";"1800";"25,0";"25,5";"24,6";"59,0";"60,0";"54,0";"16,4";"16,9";"15,3";"886,5";"886,9";"886,5";"3,3";"107,0";"6,8";"1522,80";"0,0"
"09/02/2025";"1900";"25,2";"25,4";"24,6";"59,0";"60,0";"55,0";"16,5";"16,9";"15,0";"885,8";"886,5";"885,8";"3,7";"91,0";"7,1";"1286,00";"0,0"
"09/02/2025";"2000";"24,7";"25,2";"24,4";"55,0";"61,0";"54,0";"15,1";"16,9";"14,7";"885,3";"885,8";"885,3";"3,5";"128,0";"7,1";"1110,50";"0,0"
"09/02/2025";"2100";"23,4";"24,7";"23,4";"65,0";"65,0";"55,0";"16,5";"16,6";"15,1";"885,5";"885,6";"885,2";"3,1";"110,0";"7,6";"326,80";"0,0"
"09/02/2025";"2200";"22,6";"23,4";"22,6";"65,0";"65,0";"63,0";"15,7";"16,5";"15,5";"886,0";"886,0";"885,5";"3,7";"120,0";"7,0";"55,00";"0,0"
"09/02/2025";"2300";"21,7";"22,6";"21,7";"69,0";"69,0";"65,0";"15,9";"16,0";"15,7";"886,5";"886,5";"886,0";"2,9";"112,0";"7,3";"";"0,0"
"10/02/2025";"0000";"21,6";"21,8";"21,5";"72,0";"72,0";"69,0";"16,4";"16,4";"15,8";"886,9";"886,9";"886,4";"2,5";"112,0";"6,9";"";"0,0"
"10/02/2025";"0100";"21,4";"21,6";"21,3";"73,0";"73,0";"72,0";"16,3";"16,3";"16,2";"887,8";"887,8";"886,9";"3,4";"96,0";"6,8";"";"0,0"
"10/02/2025";"0200";"21,2";"21,4";"21,1";"76,0";"76,0";"73,0";"16,8";"16,8";"16,3";"888,1";"888,2";"887,8";"2,6";"109,0";"6,7";"";"0,0"
"10/02/2025";"0300";"20,8";"21,2";"20,8";"79,0";"79,0";"76,0";"17,1";"17,1";"16,8";"887,8";"888,1";"887,8";"2,4";"122,0";"5,7";"";"0,0"
"10/02/2025";"0400";"20,6";"20,8";"20,5";"79,0";"80,0";"79,0";"16,9";"17,1";"16,9";"887,2";"887,8";"887,2";"2,1";"114,0";"5,7";"";"0,0"
"10/02/2025";"0500";"20,1";"20,6";"20,1";"81,0";"82,0";"79,0";"16,8";"17,0";"16,8";"886,8";"887,2";"886,7";"2,1";"113,0";"5,9";"";"0,0"
"10/02/2025";"0600";"19,7";"20,1";"19,6";"84,0";"84,0";"81,0";"16,9";"16,9";"16,8";"886,2";"886,8";"886,2";"2,6";"114,0";"5,5";"";"0,0"
"10/02/2025";"0700";"19,4";"19,8";"19,2";"85,0";"85,0";"83,0";"16,8";"16,9";"16,6";"886,1";"886,2";"886,0";"2,0";"130,0";"5,5";"";"0,0"
"10/02/2025";"0800";"19,2";"19,5";"19,1";"86,0";"86,0";"85,0";"16,8";"16,9";"16,7";"886,3";"886,3";"886,1";"3,3";"98,0";"6,2";"";"0,0"
"10/02/2025";"0900";"18,9";"19,3";"18,9";"87,0";"87,0";"86,0";"16,7";"16,9";"16,7";"886,5";"886,5";"886,3";"4,0";"94,0";"7,7";"";"0,0"
"10/02/2025";"1000";"19,2";"19,3";"18,9";"87,0";"89,0";"87,0";"17,0";"17,1";"16,7";"887,0";"887,0";"886,5";"3,6";"77,0";"6,8";"84,30";"0,0"
"10/02/2025";"1100";"20,2";"20,3";"19,1";"81,0";"87,0";"81,0";"16,8";"17,1";"16,8";"887,7";"887,7";"887,0";"3,2";"58,0";"6,9";"499,60";"0,0"
"10/02/2025";"1200";"21,9";"22,1";"20,2";"77,0";"82,0";"76,0";"17,6";"18,1";"16,9";"888,2";"888,2";"887,7";"4,7";"80,0";"9,4";"1028,20";"0,0"
"10/02/2025";"1300";"23,3";"23,5";"21,8";"71,0";"77,0";"70,0";"17,6";"18,2";"17,4";"888,3";"888,3";"888,2";"4,5";"79,0";"8,9";"1986,40";"0,0"
"10/02/2025";"1400";"24,7";"24,7";"23,3";"66,0";"73,0";"64,0";"18,0";"18,5";"17,0";"888,3";"888,4";"888,3";"4,3";"95,0";"8,2";"2857,70";"0,0"
"10/02/2025";"1500";"24,7";"25,5";"24,4";"61,0";"66,0";"59,0";"16,8";"17,8";"16,5";"888,1";"888,3";"888,0";"3,7";"76,0";"8,7";"2880,50";"0,0"
"10/02/2025";"1600";"26,4";"26,4";"24,4";"56,0";"64,0";"54,0";"16,8";"18,1";"15,5";"887,1";"888,1";"887,1";"2,7";"63,0";"7,7";"2487,70";"0,0"
"10/02/2025";"1700";"25,7";"26,4";"25,4";"56,0";"57,0";"53,0";"16,2";"16,7";"15,4";"886,2";"887,1";"886,2";"2,1";"45,0";"6,9";"1734,90";"0,0"
"10/02/2025";"1800";"26,2";"27,5";"25,7";"54,0";"58,0";"50,0";"16,1";"17,1";"15,4";"885,3";"886,2";"885,3";"3,1";"75,0";"7,4";"2402,20";"0,0"
"10/02/2025";"1900";"26,3";"27,3";"25,7";"54,0";"57,0";"52,0";"16,2";"17,5";"15,8";"884,6";"885,3";"884,5";"2,8";"84,0";"6,6";"2229,20";"0,0"
"10/02/2025";"2000";"25,9";"27,1";"25,5";"56,0";"59,0";"53,0";"16,4";"17,3";"15,9";"884,2";"884,6";"884,2";"2,7";"70,0";"7,2";"1141,60";"0,0"
"10/02/2025";"2100";"24,9";"26,4";"24,9";"63,0";"63,0";"55,0";"17,3";"17,3";"16,2";"884,7";"884,7";"884,2";"2,8";"109,0";"5,9";"501,50";"0,0"
"10/02/2025";"2200";"21,9";"24,9";"20,4";"84,0";"93,0";"62,0";"19,0";"20,0";"17,2";"885,2";"885,2";"884,7";"1,9";"69,0";"8,9";"29,70";"3,0"
"10/02/2025";"2300";"22,8";"23,0";"21,9";"75,0";"84,0";"72,0";"18,2";"19,1";"17,6";"885,5";"885,5";"885,0";"2,1";"85,0";"6,0";"";"0,0"
"11/02/2025";"0000";"22,2";"22,8";"22,1";"76,0";"77,0";"75,0";"17,8";"18,3";"17,7";"886,0";"886,0";"885,5";"1,8";"81,0";"4,4";"";"0,0"
"11/02/2025";"0100";"22,0";"22,3";"22,0";"79,0";"79,0";"76,0";"18,1";"18,1";"17,7";"886,7";"886,7";"886,0";"2,6";"72,0";"4,7";"";"0,0"
"11/02/2025";"0200";"21,6";"22,0";"21,6";"83,0";"83,0";"79,0";"18,7";"18,7";"18,1";"887,0";"887,0";"886,7";"3,1";"78,0";"7,4";"";"0,0"
"11/02/2025";"0300";"21,1";"21,6";"21,0";"87,0";"87,0";"83,0";"18,8";"18,8";"18,7";"886,8";"887,2";"886,8";"2,2";"77,0";"6,9";"";"0,0"
"11/02/2025";"0400";"20,5";"21,1";"20,5";"90,0";"90,0";"87,0";"18,7";"18,8";"18,7";"886,2";"886,8";"886,2";"2,0";"78,0";"4,8";"";"0,0"
"11/02/2025";"0500";"20,0";"20,5";"20,0";"92,0";"92,0";"90,0";"18,6";"18,8";"18,6";"885,9";"886,2";"885,9";"0,9";"95,0";"4,3";"";"0,0"
"11/02/2025";"0600";"20,4";"20,4";"19,5";"87,0";"92,0";"87,0";"18,0";"18,7";"18,0";"885,5";"885,9";"885,5";"1,8";"86,0";"3,7";"";"0,0"
"11/02/2025";"0700";"20,0";"20,6";"19,9";"90,0";"90,0";"85,0";"18,3";"18,3";"17,9";"885,2";"885,5";"885,0";"1,2";"114,0";"5,4";"";"0,0"
"11/02/2025";"0800";"20,0";"20,2";"20,0";"90,0";"90,0";"89,0";"18,4";"18,4";"18,3";"885,3";"885,3";"885,2";"1,2";"87,0";"4,1";"";"0,0"
"11/02/2025";"0900";"19,6";"20,0";"19,6";"91,0";"91,0";"90,0";"18,2";"18,4";"18,1";"885,6";"885,6";"885,3";"1,7";"114,0";"4,3";"";"0,0"
"11/02/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11/02/2025";"1100";"22,0";"22,0";"20,4";"81,0";"89,0";"81,0";"18,6";"18,8";"18,2";"886,7";"886,7";"886,1";"3,0";"74,0";"6,1";"826,90";"0,0"
"11/02/2025";"1200";"23,0";"23,3";"21,9";"75,0";"81,0";"74,0";"18,3";"18,9";"18,0";"887,1";"887,1";"886,7";"3,5";"81,0";"6,5";"1877,60";"0,0"
"11/02/2025";"1300";"23,3";"24,1";"23,1";"73,0";"77,0";"71,0";"18,1";"19,4";"17,9";"887,3";"887,4";"887,1";"2,7";"83,0";"6,7";"2135,20";"0,0"
"11/02/2025";"1400";"24,0";"25,0";"23,0";"68,0";"76,0";"68,0";"17,7";"19,3";"17,5";"887,3";"887,3";"887,1";"2,5";"61,0";"7,6";"1293,50";"0,0"
"11/02/2025";"1500";"23,8";"24,3";"21,4";"71,0";"87,0";"68,0";"18,2";"19,8";"17,7";"886,9";"887,3";"886,9";"1,9";"60,0";"7,1";"1257,30";"0,2"
"11/02/2025";"1600";"21,5";"24,2";"21,5";"86,0";"86,0";"71,0";"19,1";"19,7";"18,1";"886,2";"886,9";"886,2";"2,3";"80,0";"5,3";"1127,20";"1,2"
"11/02/2025";"1700";"18,4";"21,5";"17,5";"90,0";"92,0";"81,0";"16,7";"19,3";"15,8";"886,3";"886,5";"885,9";"4,1";"131,0";"9,4";"184,20";"11,6"
"11/02/2025";"1800";"18,8";"18,8";"18,3";"82,0";"92,0";"82,0";"15,7";"17,3";"15,7";"886,1";"886,3";"886,0";"2,6";"99,0";"6,8";"188,20";"0,0"
"11/02/2025";"1900";"19,3";"19,3";"18,3";"87,0";"89,0";"80,0";"17,2";"17,2";"15,5";"885,8";"886,2";"885,7";"1,4";"281,0";"4,3";"212,80";"0,0"
"11/02/2025";"2000";"20,9";"20,9";"19,3";"84,0";"90,0";"84,0";"18,0";"18,7";"17,1";"885,5";"885,8";"885,2";"1,6";"120,0";"2,7";"557,20";"0,0"
"11/02/2025";"2100";"20,0";"21,0";"20,0";"84,0";"85,0";"79,0";"17,2";"17,9";"16,8";"885,7";"885,8";"885,3";"3,0";"99,0";"6,0";"431,30";"0,0"
"11/02/2025";"2200";"19,3";"20,0";"19,2";"85,0";"85,0";"82,0";"16,6";"17,2";"16,3";"886,2";"886,2";"885,6";"0,9";"117,0";"5,5";"90,40";"0,0"
"11/02/2025";"2300";"19,2";"19,3";"18,6";"87,0";"92,0";"84,0";"17,1";"17,5";"16,6";"887,2";"887,2";"886,2";"1,3";"120,0";"5,3";"";"0,0"
"12/02/2025";"0000";"18,7";"19,3";"18,5";"92,0";"92,0";"87,0";"17,3";"17,4";"16,9";"886,8";"887,2";"886,7";"1,3";"213,0";"2,7";"";"0,0"
"12/02/2025";"0100";"17,9";"18,7";"17,9";"94,0";"94,0";"91,0";"17,0";"17,2";"16,9";"886,9";"886,9";"886,8";"0,7";"206,0";"2,0";"";"0,0"
"12/02/2025";"0200";"17,9";"18,6";"17,9";"95,0";"95,0";"93,0";"17,0";"17,4";"17,0";"887,2";"887,2";"886,9";"0,5";"64,0";"2,6";"";"0,0"
"12/02/2025";"0300";"17,9";"18,3";"17,9";"95,0";"96,0";"95,0";"17,1";"17,5";"17,0";"886,7";"887,2";"886,7";"0,4";"38,0";"2,2";"";"0,0"
"12/02/2025";"0400";"17,6";"17,9";"17,4";"97,0";"97,0";"95,0";"17,1";"17,1";"16,8";"886,0";"886,7";"886,0";"0,5";"131,0";"1,0";"";"0,0"
"12/02/2025";"0500";"17,0";"17,7";"17,0";"97,0";"97,0";"96,0";"16,5";"17,1";"16,5";"885,6";"886,0";"885,6";"0,6";"345,0";"1,7";"";"0,0"
"12/02/2025";"0600";"17,4";"17,7";"17,0";"97,0";"97,0";"97,0";"16,9";"17,2";"16,5";"885,4";"885,6";"885,4";"0,7";"103,0";"1,4";"";"0,0"
"12/02/2025";"0700";"16,9";"18,3";"16,9";"95,0";"97,0";"93,0";"16,1";"17,5";"16,1";"885,6";"885,6";"885,3";"0,6";"142,0";"2,1";"";"0,0"
"12/02/2025";"0800";"19,1";"19,1";"16,8";"82,0";"97,0";"82,0";"16,0";"17,3";"16,0";"885,7";"885,7";"885,5";"1,7";"103,0";"3,0";"";"0,0"
"12/02/2025";"0900";"17,7";"19,2";"17,4";"95,0";"95,0";"82,0";"16,9";"16,9";"16,0";"886,2";"886,2";"885,6";"0,9";"148,0";"3,0";"";"0,0"
"12/02/2025";"1000";"18,6";"18,6";"17,5";"95,0";"96,0";"94,0";"17,8";"17,8";"16,6";"886,8";"886,8";"886,2";"1,0";"130,0";"1,8";"111,20";"0,0"
"12/02/2025";"1100";"21,2";"21,3";"18,6";"77,0";"95,0";"76,0";"16,9";"17,8";"16,7";"887,5";"887,5";"886,8";"2,5";"106,0";"4,8";"767,20";"0,0"
"12/02/2025";"1200";"23,4";"23,4";"21,2";"73,0";"79,0";"72,0";"18,2";"18,4";"17,0";"887,9";"887,9";"887,5";"2,7";"92,0";"5,9";"1857,80";"0,0"
"12/02/2025";"1300";"23,9";"23,9";"22,5";"70,0";"75,0";"69,0";"18,2";"18,6";"17,3";"888,2";"888,3";"887,9";"3,5";"71,0";"7,7";"2694,20";"0,0"
"12/02/2025";"1400";"24,9";"25,7";"23,8";"65,0";"72,0";"63,0";"17,9";"19,0";"17,7";"887,9";"888,2";"887,9";"3,7";"89,0";"8,2";"3610,70";"0,2"
"12/02/2025";"1500";"26,0";"26,0";"24,7";"64,0";"67,0";"60,0";"18,7";"19,2";"17,4";"887,8";"888,0";"887,8";"2,7";"78,0";"8,2";"2948,70";"0,0"
"12/02/2025";"1600";"26,7";"26,9";"25,4";"57,0";"64,0";"57,0";"17,5";"18,7";"17,3";"887,2";"887,8";"887,2";"3,6";"78,0";"6,6";"3926,00";"0,0"
"12/02/2025";"1700";"27,1";"27,8";"25,8";"56,0";"62,0";"53,0";"17,5";"18,8";"16,6";"886,1";"887,2";"886,1";"2,9";"81,0";"6,8";"3389,00";"0,0"
"12/02/2025";"1800";"26,4";"27,9";"26,3";"53,0";"58,0";"51,0";"16,2";"18,1";"15,7";"885,2";"886,1";"885,2";"3,6";"106,0";"8,0";"2530,90";"0,0"
"12/02/2025";"1900";"23,8";"26,9";"23,8";"72,0";"72,0";"50,0";"18,4";"18,4";"15,5";"884,9";"885,2";"884,9";"3,4";"129,0";"7,1";"670,90";"0,2"
"12/02/2025";"2000";"22,0";"23,8";"21,8";"83,0";"87,0";"71,0";"18,9";"19,9";"18,1";"885,0";"885,0";"884,6";"1,6";"26,0";"6,8";"167,60";"0,8"
"12/02/2025";"2100";"21,6";"22,0";"21,2";"83,0";"89,0";"81,0";"18,5";"19,4";"18,2";"885,2";"885,2";"885,0";"1,7";"16,0";"4,0";"83,30";"0,0"
"12/02/2025";"2200";"22,5";"22,5";"21,3";"73,0";"87,0";"73,0";"17,4";"19,1";"17,3";"885,1";"885,3";"885,0";"1,2";"62,0";"4,4";"33,20";"0,2"
"12/02/2025";"2300";"22,0";"22,5";"20,6";"79,0";"88,0";"73,0";"18,2";"18,9";"17,5";"885,6";"885,6";"885,0";"1,3";"123,0";"2,3";"";"0,0"
"13/02/2025";"0000";"20,6";"22,2";"20,6";"88,0";"88,0";"77,0";"18,6";"18,7";"18,0";"886,6";"886,6";"885,6";"1,1";"188,0";"2,1";"";"0,0"
"13/02/2025";"0100";"20,8";"22,0";"20,5";"82,0";"89,0";"78,0";"17,7";"18,9";"17,7";"887,3";"887,3";"886,5";"1,4";"144,0";"3,1";"";"0,0"
"13/02/2025";"0200";"20,5";"21,2";"20,1";"84,0";"88,0";"81,0";"17,7";"18,4";"17,6";"887,8";"887,8";"887,3";"0,7";"141,0";"3,4";"";"0,0"
"13/02/2025";"0300";"19,2";"20,5";"19,2";"91,0";"91,0";"84,0";"17,7";"18,1";"17,5";"887,9";"888,0";"887,8";"1,2";"231,0";"2,5";"";"0,0"
"13/02/2025";"0400";"20,0";"20,2";"19,2";"88,0";"92,0";"88,0";"18,0";"18,2";"17,7";"887,6";"887,9";"887,6";"1,1";"168,0";"2,4";"";"0,0"
"13/02/2025";"0500";"20,0";"20,2";"20,0";"88,0";"88,0";"87,0";"18,0";"18,1";"17,9";"887,3";"887,6";"887,3";"1,4";"162,0";"3,4";"";"0,0"
"13/02/2025";"0600";"19,5";"20,0";"19,5";"91,0";"91,0";"88,0";"18,0";"18,1";"18,0";"887,1";"887,3";"887,1";"2,1";"164,0";"4,1";"";"0,0"
"13/02/2025";"0700";"18,9";"19,5";"18,9";"94,0";"94,0";"91,0";"17,9";"18,0";"17,9";"886,8";"887,1";"886,8";"1,6";"163,0";"4,1";"";"0,0"
"13/02/2025";"0800";"18,8";"19,0";"18,8";"95,0";"95,0";"94,0";"17,9";"18,0";"17,9";"887,1";"887,1";"886,7";"1,9";"143,0";"3,8";"";"0,0"
"13/02/2025";"0900";"18,6";"18,8";"18,6";"95,0";"95,0";"95,0";"17,8";"18,0";"17,7";"887,5";"887,5";"887,1";"1,9";"161,0";"5,0";"";"0,0"
"13/02/2025";"1000";"18,7";"18,7";"18,5";"95,0";"95,0";"95,0";"17,9";"17,9";"17,6";"888,0";"888,0";"887,5";"1,9";"149,0";"4,3";"75,60";"0,0"
"13/02/2025";"1100";"20,6";"20,7";"18,7";"87,0";"95,0";"87,0";"18,5";"18,7";"17,9";"888,8";"888,8";"888,0";"1,4";"135,0";"3,5";"523,70";"0,0"
"13/02/2025";"1200";"22,8";"23,0";"20,6";"76,0";"87,0";"75,0";"18,3";"19,0";"18,0";"889,5";"889,5";"888,8";"2,6";"121,0";"4,4";"1932,10";"0,0"
"13/02/2025";"1300";"24,1";"24,8";"22,8";"66,0";"78,0";"64,0";"17,4";"19,1";"17,0";"889,6";"889,7";"889,5";"3,1";"77,0";"6,6";"2747,30";"0,0"
"13/02/2025";"1400";"25,6";"25,6";"24,1";"62,0";"70,0";"59,0";"17,8";"18,7";"16,9";"889,3";"889,6";"889,3";"3,1";"100,0";"7,5";"3324,50";"0,0"
"13/02/2025";"1500";"27,4";"27,4";"25,1";"48,0";"63,0";"48,0";"15,5";"17,8";"15,5";"888,7";"889,3";"888,7";"3,0";"87,0";"6,5";"3411,60";"0,0"
"13/02/2025";"1600";"28,2";"28,2";"26,5";"46,0";"53,0";"46,0";"15,6";"17,0";"14,8";"888,1";"888,7";"888,0";"2,7";"81,0";"5,7";"3486,20";"0,0"
"13/02/2025";"1700";"28,7";"28,9";"27,3";"40,0";"51,0";"36,0";"13,7";"16,4";"11,8";"887,0";"888,1";"887,0";"2,8";"126,0";"5,6";"3513,00";"0,0"
"13/02/2025";"1800";"29,1";"29,4";"28,1";"40,0";"46,0";"38,0";"14,2";"15,9";"12,6";"886,1";"887,0";"886,1";"2,7";"63,0";"6,4";"3391,40";"0,0"
"13/02/2025";"1900";"28,0";"29,5";"27,8";"45,0";"46,0";"39,0";"14,9";"16,2";"13,5";"885,3";"886,1";"885,2";"3,8";"103,0";"6,3";"2300,30";"0,0"
"13/02/2025";"2000";"27,6";"28,9";"27,5";"42,0";"47,0";"40,0";"13,5";"15,4";"13,3";"885,2";"885,4";"885,1";"2,2";"115,0";"7,0";"1463,00";"0,0"
"13/02/2025";"2100";"26,4";"27,6";"26,4";"49,0";"50,0";"40,0";"15,0";"15,1";"12,5";"885,0";"885,2";"884,8";"2,3";"118,0";"6,0";"463,00";"0,0"
"13/02/2025";"2200";"25,1";"26,6";"25,1";"56,0";"56,0";"47,0";"15,8";"16,1";"14,4";"885,8";"885,9";"885,0";"2,2";"109,0";"5,0";"76,90";"0,0"
"13/02/2025";"2300";"24,6";"25,2";"24,5";"60,0";"60,0";"55,0";"16,3";"16,4";"15,5";"886,3";"886,3";"885,8";"2,0";"85,0";"4,0";"";"0,0"
"14/02/2025";"0000";"23,0";"24,6";"23,0";"72,0";"72,0";"60,0";"17,7";"17,7";"16,3";"886,8";"886,8";"886,3";"0,8";"54,0";"3,3";"";"0,0"
"14/02/2025";"0100";"20,3";"23,3";"20,3";"84,0";"85,0";"69,0";"17,6";"18,0";"17,2";"887,2";"887,2";"886,8";"0,3";"62,0";"2,1";"";"0,0"
"14/02/2025";"0200";"20,1";"20,5";"19,4";"84,0";"88,0";"84,0";"17,4";"18,0";"17,2";"887,6";"887,7";"887,2";"0,4";"140,0";"2,0";"";"0,0"
"14/02/2025";"0300";"19,6";"20,1";"19,4";"87,0";"88,0";"84,0";"17,3";"17,7";"17,1";"887,4";"887,8";"887,3";"0,7";"201,0";"1,5";"";"0,0"
"14/02/2025";"0400";"20,8";"21,1";"19,3";"85,0";"90,0";"84,0";"18,2";"18,7";"17,3";"886,8";"887,4";"886,8";"1,6";"213,0";"2,9";"";"0,0"
"14/02/2025";"0500";"20,5";"20,9";"20,1";"87,0";"88,0";"85,0";"18,3";"18,7";"17,9";"886,3";"886,8";"886,3";"1,3";"167,0";"3,5";"";"0,0"
"14/02/2025";"0600";"19,4";"20,5";"19,1";"93,0";"93,0";"87,0";"18,1";"18,5";"17,7";"886,4";"886,5";"886,3";"0,6";"122,0";"3,7";"";"0,0"
"14/02/2025";"0700";"18,4";"19,4";"18,0";"96,0";"96,0";"92,0";"17,8";"18,2";"17,2";"886,4";"886,6";"886,4";"0,4";"192,0";"1,6";"";"0,0"
"14/02/2025";"0800";"18,3";"19,4";"18,3";"94,0";"97,0";"94,0";"17,4";"18,6";"17,4";"886,3";"886,4";"886,3";"0,7";"152,0";"1,9";"";"0,0"
"14/02/2025";"0900";"17,7";"18,6";"17,7";"95,0";"97,0";"94,0";"16,9";"17,9";"16,9";"886,6";"886,6";"886,3";"0,5";"146,0";"1,9";"";"0,0"
"14/02/2025";"1000";"20,4";"20,4";"17,5";"90,0";"97,0";"90,0";"18,7";"18,8";"16,7";"887,4";"887,4";"886,6";"1,2";"151,0";"2,2";"157,60";"0,0"
"14/02/2025";"1100";"21,8";"21,8";"20,5";"80,0";"90,0";"80,0";"18,2";"18,8";"17,9";"888,1";"888,1";"887,4";"2,1";"142,0";"5,0";"974,10";"0,0"
"14/02/2025";"1200";"24,2";"24,2";"21,8";"71,0";"81,0";"69,0";"18,5";"18,9";"17,7";"888,4";"888,4";"888,1";"1,9";"131,0";"5,0";"1885,00";"0,0"
"14/02/2025";"1300";"25,6";"26,0";"23,7";"61,0";"71,0";"61,0";"17,6";"18,7";"17,0";"888,3";"888,5";"888,3";"2,7";"142,0";"4,7";"2686,30";"0,0"
"14/02/2025";"1400";"26,8";"27,1";"25,2";"56,0";"63,0";"54,0";"17,2";"18,4";"16,7";"887,8";"888,3";"887,8";"2,8";"61,0";"5,6";"3343,90";"0,0"
