"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"20/02/2025";"1200";"24,6";"25,4";"23,8";"50,0";"53,0";"43,0";"13,6";"14,3";"11,7";"889,2";"889,3";"888,8";"3,5";"94,0";"7,6";"1572,70";"0,0"
"20/02/2025";"1300";"26,4";"26,7";"24,6";"41,0";"53,0";"39,0";"12,1";"14,8";"11,5";"889,4";"889,4";"889,2";"3,2";"75,0";"6,5";"2548,00";"0,0"
"20/02/2025";"1400";"27,4";"28,0";"26,0";"35,0";"44,0";"31,0";"10,5";"13,1";"9,3";"889,3";"889,4";"889,3";"3,5";"89,0";"7,2";"3025,00";"0,0"
"20/02/2025";"1500";"27,7";"28,4";"27,1";"33,0";"41,0";"33,0";"9,8";"13,1";"9,6";"889,1";"889,3";"889,1";"2,7";"68,0";"7,5";"3068,90";"0,0"
"20/02/2025";"1600";"28,5";"29,0";"27,5";"34,0";"38,0";"32,0";"11,2";"12,2";"10,1";"888,6";"889,1";"888,6";"3,1";"112,0";"6,0";"3282,00";"0,0"
"20/02/2025";"1700";"29,1";"29,5";"28,3";"31,0";"35,0";"29,0";"10,3";"11,6";"9,4";"888,0";"888,6";"888,0";"3,3";"69,0";"8,8";"3522,60";"0,0"
"20/02/2025";"1800";"29,2";"29,6";"28,6";"34,0";"34,0";"29,0";"11,8";"11,8";"9,6";"887,5";"888,1";"887,4";"2,9";"70,0";"7,0";"2971,10";"0,0"
"20/02/2025";"1900";"28,1";"29,8";"28,0";"35,0";"36,0";"31,0";"11,4";"12,1";"10,2";"886,9";"887,4";"886,9";"3,5";"78,0";"7,3";"2280,30";"0,0"
"20/02/2025";"2000";"28,3";"29,2";"28,1";"35,0";"38,0";"33,0";"11,1";"12,8";"10,8";"886,6";"886,9";"886,6";"3,1";"85,0";"5,9";"1397,40";"0,0"
"20/02/2025";"2100";"27,8";"28,4";"27,7";"41,0";"41,0";"34,0";"13,3";"13,4";"10,6";"886,3";"886,6";"886,3";"2,7";"114,0";"6,5";"776,80";"0,0"
"20/02/2025";"2200";"26,2";"27,8";"26,1";"46,0";"47,0";"40,0";"13,8";"14,5";"12,9";"886,2";"886,4";"886,2";"3,0";"118,0";"7,6";"132,60";"0,0"
"20/02/2025";"2300";"24,9";"26,2";"24,8";"55,0";"56,0";"47,0";"15,2";"15,4";"13,8";"886,8";"886,8";"886,2";"2,5";"128,0";"6,4";"";"0,0"
"21/02/2025";"0000";"24,0";"24,9";"24,0";"59,0";"59,0";"54,0";"15,4";"15,4";"15,0";"887,8";"887,8";"886,8";"2,4";"118,0";"6,0";"";"0,0"
"21/02/2025";"0100";"23,1";"24,0";"23,1";"63,0";"63,0";"59,0";"15,8";"15,8";"15,3";"888,7";"888,7";"887,8";"1,7";"123,0";"4,5";"";"0,0"
"21/02/2025";"0200";"22,7";"23,3";"22,7";"64,0";"65,0";"63,0";"15,6";"16,0";"15,6";"889,1";"889,1";"888,7";"1,9";"116,0";"4,4";"";"0,0"
"21/02/2025";"0300";"18,6";"22,8";"18,6";"84,0";"84,0";"64,0";"15,8";"16,0";"15,5";"888,8";"889,1";"888,7";"0,9";"182,0";"3,6";"";"0,0"
"21/02/2025";"0400";"17,7";"18,9";"17,7";"86,0";"86,0";"83,0";"15,4";"16,2";"15,4";"888,1";"888,8";"888,1";"0,6";"144,0";"1,4";"";"0,0"
"21/02/2025";"0500";"17,4";"17,9";"17,2";"87,0";"88,0";"85,0";"15,2";"15,5";"14,9";"888,0";"888,1";"888,0";"0,7";"178,0";"1,5";"";"0,0"
"21/02/2025";"0600";"16,6";"17,5";"16,4";"90,0";"90,0";"86,0";"14,9";"15,4";"14,7";"887,8";"888,0";"887,7";"0,3";"320,0";"1,5";"";"0,0"
"21/02/2025";"0700";"18,0";"18,4";"16,6";"82,0";"90,0";"81,0";"14,8";"15,5";"14,8";"887,5";"887,8";"887,5";"1,7";"132,0";"2,5";"";"0,0"
"21/02/2025";"0800";"16,5";"18,0";"16,5";"89,0";"89,0";"82,0";"14,6";"15,4";"14,5";"887,4";"887,5";"887,3";"1,3";"124,0";"2,5";"";"0,0"
"21/02/2025";"0900";"16,3";"16,8";"16,1";"91,0";"92,0";"89,0";"14,9";"15,3";"14,6";"887,8";"887,8";"887,4";"0,7";"119,0";"2,3";"";"0,0"
"21/02/2025";"1000";"20,0";"20,0";"15,9";"75,0";"93,0";"75,0";"15,5";"15,9";"14,6";"888,5";"888,5";"887,8";"1,0";"128,0";"1,8";"159,10";"0,0"
"21/02/2025";"1100";"22,9";"23,1";"20,0";"62,0";"76,0";"60,0";"15,1";"16,1";"14,8";"889,1";"889,1";"888,5";"2,6";"126,0";"4,8";"969,60";"0,0"
"21/02/2025";"1200";"24,6";"24,6";"22,9";"56,0";"61,0";"55,0";"15,1";"15,5";"14,6";"889,3";"889,4";"889,1";"4,4";"97,0";"7,4";"1901,40";"0,0"
"21/02/2025";"1300";"26,1";"26,1";"24,5";"50,0";"57,0";"50,0";"14,9";"15,6";"14,5";"889,4";"889,6";"889,3";"3,3";"86,0";"8,0";"2742,70";"0,0"
"21/02/2025";"1400";"27,8";"27,9";"25,7";"46,0";"52,0";"46,0";"15,1";"15,8";"14,3";"889,3";"889,5";"889,2";"2,4";"49,0";"7,7";"3357,10";"0,0"
"21/02/2025";"1500";"27,9";"28,7";"27,2";"42,0";"49,0";"35,0";"13,7";"15,7";"11,7";"888,9";"889,3";"888,9";"3,1";"65,0";"7,6";"3722,70";"0,0"
"21/02/2025";"1600";"28,2";"29,3";"27,7";"37,0";"43,0";"32,0";"12,1";"14,7";"10,8";"888,1";"888,9";"888,1";"3,5";"123,0";"7,1";"3642,80";"0,0"
"21/02/2025";"1700";"29,4";"29,9";"28,2";"34,0";"38,0";"33,0";"11,7";"13,2";"11,1";"887,4";"888,1";"887,4";"3,9";"126,0";"6,5";"2817,80";"0,0"
"21/02/2025";"1800";"29,6";"30,4";"28,8";"32,0";"36,0";"30,0";"11,3";"12,7";"10,5";"886,9";"887,4";"886,9";"4,1";"129,0";"8,1";"3081,60";"0,0"
"21/02/2025";"1900";"29,2";"30,3";"28,1";"34,0";"35,0";"31,0";"11,7";"12,6";"10,5";"886,5";"886,9";"886,5";"3,0";"147,0";"9,5";"2418,90";"0,0"
"21/02/2025";"2000";"29,3";"30,0";"28,9";"31,0";"34,0";"31,0";"10,6";"11,9";"9,9";"886,0";"886,5";"886,0";"4,0";"133,0";"7,4";"1888,80";"0,0"
"21/02/2025";"2100";"28,1";"29,4";"28,1";"36,0";"36,0";"31,0";"11,7";"12,1";"10,2";"885,9";"886,0";"885,9";"3,6";"120,0";"7,9";"926,30";"0,0"
"21/02/2025";"2200";"26,5";"28,1";"26,3";"45,0";"46,0";"35,0";"13,5";"13,6";"11,2";"886,3";"886,3";"885,9";"2,6";"120,0";"7,0";"117,90";"0,0"
"21/02/2025";"2300";"25,3";"26,6";"25,2";"53,0";"53,0";"45,0";"15,0";"15,0";"13,6";"887,0";"887,0";"886,3";"2,4";"115,0";"5,4";"";"0,0"
"22/02/2025";"0000";"24,5";"25,4";"24,4";"55,0";"55,0";"52,0";"15,0";"15,1";"14,7";"887,9";"887,9";"887,0";"1,7";"126,0";"6,1";"";"0,0"
"22/02/2025";"0100";"24,0";"24,5";"23,7";"58,0";"60,0";"55,0";"15,3";"15,5";"15,0";"888,7";"888,7";"887,9";"2,2";"116,0";"4,0";"";"0,0"
"22/02/2025";"0200";"21,3";"24,0";"21,3";"70,0";"70,0";"58,0";"15,6";"15,8";"15,2";"888,5";"888,7";"888,5";"1,4";"136,0";"3,7";"";"0,0"
"22/02/2025";"0300";"21,6";"23,1";"20,1";"69,0";"77,0";"63,0";"15,6";"16,2";"15,5";"887,8";"888,5";"887,8";"1,4";"113,0";"3,0";"";"0,0"
"22/02/2025";"0400";"19,1";"21,6";"19,0";"82,0";"82,0";"69,0";"15,8";"16,2";"15,3";"887,7";"887,8";"887,6";"0,5";"94,0";"2,5";"";"0,0"
"22/02/2025";"0500";"20,6";"21,0";"18,9";"77,0";"84,0";"75,0";"16,5";"16,8";"15,7";"887,5";"887,8";"887,4";"1,5";"101,0";"3,2";"";"0,0"
"22/02/2025";"0600";"20,2";"21,9";"20,2";"75,0";"77,0";"69,0";"15,6";"16,5";"15,6";"886,9";"887,5";"886,9";"1,1";"115,0";"3,5";"";"0,0"
"22/02/2025";"0700";"18,2";"20,2";"18,2";"86,0";"87,0";"75,0";"15,8";"16,6";"15,4";"887,2";"887,2";"886,9";"0,4";"87,0";"2,4";"";"0,0"
"22/02/2025";"0800";"20,8";"21,2";"17,7";"73,0";"88,0";"72,0";"15,8";"16,4";"15,5";"887,3";"887,3";"887,1";"1,5";"81,0";"3,8";"";"0,0"
"22/02/2025";"0900";"21,0";"21,5";"20,8";"73,0";"73,0";"71,0";"15,9";"16,0";"15,8";"887,8";"887,8";"887,3";"3,1";"94,0";"7,2";"";"0,0"
"22/02/2025";"1000";"21,3";"21,3";"20,6";"73,0";"75,0";"73,0";"16,3";"16,3";"15,9";"888,4";"888,4";"887,8";"3,9";"95,0";"7,1";"144,10";"0,0"
"22/02/2025";"1100";"22,5";"22,6";"21,3";"70,0";"73,0";"69,0";"16,9";"16,9";"16,2";"888,8";"888,9";"888,4";"3,2";"73,0";"7,1";"955,90";"0,0"
"22/02/2025";"1200";"23,7";"23,8";"22,6";"66,0";"71,0";"66,0";"17,0";"17,6";"16,8";"889,2";"889,2";"888,8";"3,8";"58,0";"8,1";"1874,60";"0,0"
"22/02/2025";"1300";"25,4";"25,5";"23,7";"60,0";"67,0";"60,0";"17,1";"17,7";"17,0";"889,2";"889,3";"889,2";"3,9";"57,0";"8,9";"2707,50";"0,0"
"22/02/2025";"1400";"25,5";"27,4";"25,4";"59,0";"60,0";"52,0";"16,8";"17,9";"16,0";"889,1";"889,3";"889,1";"3,0";"36,0";"7,4";"2666,50";"0,0"
"22/02/2025";"1500";"27,5";"28,6";"25,5";"51,0";"59,0";"46,0";"16,4";"17,5";"15,1";"888,7";"889,1";"888,7";"2,7";"93,0";"7,1";"2759,10";"0,0"
"22/02/2025";"1600";"28,6";"28,9";"26,6";"46,0";"52,0";"44,0";"15,8";"16,7";"14,9";"887,9";"888,7";"887,9";"3,2";"61,0";"7,7";"3300,60";"0,0"
"22/02/2025";"1700";"28,6";"29,4";"27,0";"42,0";"50,0";"40,0";"14,5";"17,0";"13,6";"887,0";"887,9";"887,0";"2,9";"85,0";"6,8";"2717,10";"0,0"
"22/02/2025";"1800";"29,1";"29,8";"27,8";"38,0";"47,0";"38,0";"13,4";"16,8";"13,4";"886,3";"887,0";"886,3";"2,3";"94,0";"6,5";"3276,60";"0,0"
"22/02/2025";"1900";"28,6";"29,4";"27,7";"41,0";"45,0";"37,0";"14,1";"15,6";"13,1";"885,8";"886,3";"885,8";"3,0";"89,0";"6,0";"2219,00";"0,0"
"22/02/2025";"2000";"28,7";"29,3";"28,2";"41,0";"44,0";"39,0";"14,2";"15,4";"13,6";"885,3";"885,8";"885,3";"3,2";"80,0";"5,7";"1801,50";"0,0"
"22/02/2025";"2100";"26,9";"29,0";"26,8";"47,0";"47,0";"41,0";"14,7";"15,4";"13,6";"885,3";"885,4";"885,2";"2,1";"96,0";"5,9";"728,80";"0,0"
"22/02/2025";"2200";"25,7";"27,0";"25,7";"55,0";"55,0";"45,0";"15,9";"15,9";"14,1";"885,9";"886,0";"885,3";"1,7";"39,0";"5,3";"46,90";"0,0"
"22/02/2025";"2300";"25,1";"25,7";"25,1";"54,0";"56,0";"53,0";"15,2";"16,1";"15,2";"886,4";"886,4";"885,9";"1,8";"79,0";"4,3";"";"0,0"
"23/02/2025";"0000";"24,5";"25,4";"24,5";"60,0";"60,0";"53,0";"16,3";"16,3";"15,1";"887,3";"887,3";"886,4";"1,6";"91,0";"4,0";"";"0,0"
"23/02/2025";"0100";"23,7";"24,5";"23,1";"64,0";"66,0";"60,0";"16,4";"16,5";"16,2";"887,8";"887,8";"887,3";"1,2";"98,0";"3,4";"";"0,0"
"23/02/2025";"0200";"23,2";"23,7";"22,4";"66,0";"69,0";"64,0";"16,4";"16,7";"16,3";"888,0";"888,2";"887,9";"1,7";"92,0";"4,0";"";"0,0"
"23/02/2025";"0300";"23,4";"23,6";"23,1";"63,0";"67,0";"63,0";"16,0";"16,7";"15,9";"887,5";"888,0";"887,4";"2,5";"92,0";"5,3";"";"0,0"
"23/02/2025";"0400";"19,3";"23,3";"19,3";"85,0";"85,0";"63,0";"16,8";"16,8";"16,0";"887,4";"887,6";"887,3";"0,8";"315,0";"5,3";"";"0,0"
"23/02/2025";"0500";"20,4";"20,8";"19,1";"77,0";"86,0";"76,0";"16,2";"17,1";"16,2";"886,7";"887,4";"886,7";"1,2";"36,0";"3,2";"";"0,0"
"23/02/2025";"0600";"18,3";"20,4";"18,1";"89,0";"89,0";"77,0";"16,5";"16,5";"16,1";"886,8";"886,8";"886,6";"1,3";"273,0";"2,1";"";"0,0"
"23/02/2025";"0700";"17,7";"19,1";"17,7";"91,0";"91,0";"86,0";"16,2";"16,9";"16,1";"886,8";"886,8";"886,6";"0,9";"251,0";"1,7";"";"0,0"
"23/02/2025";"0800";"18,6";"19,7";"17,6";"85,0";"92,0";"82,0";"16,0";"17,2";"15,8";"886,9";"887,0";"886,8";"1,0";"120,0";"4,6";"";"0,0"
"23/02/2025";"0900";"17,0";"19,3";"16,8";"92,0";"93,0";"82,0";"15,7";"16,4";"15,4";"887,1";"887,1";"886,6";"1,2";"272,0";"2,0";"";"0,0"
"23/02/2025";"1000";"20,2";"20,2";"16,8";"84,0";"94,0";"84,0";"17,3";"17,8";"15,6";"887,7";"887,7";"887,1";"0,3";"286,0";"1,8";"151,00";"0,0"
"23/02/2025";"1100";"23,2";"23,5";"20,1";"69,0";"84,0";"66,0";"17,1";"17,7";"16,3";"888,2";"888,2";"887,7";"1,7";"49,0";"3,2";"936,30";"0,0"
"23/02/2025";"1200";"24,5";"24,7";"23,1";"62,0";"70,0";"62,0";"16,8";"17,6";"16,7";"888,8";"888,8";"888,2";"2,0";"90,0";"4,6";"1853,00";"0,0"
"23/02/2025";"1300";"25,4";"26,1";"24,2";"58,0";"65,0";"56,0";"16,5";"17,7";"16,2";"888,6";"888,9";"888,6";"3,6";"76,0";"6,3";"2675,40";"0,0"
"23/02/2025";"1400";"27,1";"27,1";"25,4";"54,0";"59,0";"52,0";"17,1";"17,4";"16,0";"888,7";"888,8";"888,6";"3,1";"61,0";"8,0";"3194,40";"0,0"
"23/02/2025";"1500";"27,2";"28,3";"25,7";"47,0";"56,0";"46,0";"15,0";"16,8";"14,7";"888,2";"888,8";"888,2";"2,9";"45,0";"7,1";"3093,20";"0,0"
"23/02/2025";"1600";"29,3";"29,3";"26,3";"45,0";"51,0";"41,0";"16,0";"16,0";"13,9";"887,4";"888,2";"887,4";"2,4";"52,0";"7,5";"2873,30";"0,0"
"23/02/2025";"1700";"28,0";"29,3";"27,2";"44,0";"46,0";"40,0";"14,6";"15,6";"13,5";"886,4";"887,4";"886,4";"2,4";"51,0";"5,8";"2649,00";"0,0"
"23/02/2025";"1800";"29,2";"30,2";"27,9";"38,0";"46,0";"37,0";"13,4";"15,3";"13,1";"885,7";"886,4";"885,7";"2,5";"108,0";"5,5";"3077,20";"0,0"
"23/02/2025";"1900";"29,1";"30,3";"28,3";"41,0";"41,0";"35,0";"14,4";"14,5";"12,7";"884,6";"885,7";"884,6";"2,2";"61,0";"5,0";"2456,70";"0,0"
"23/02/2025";"2000";"28,6";"29,7";"28,6";"42,0";"43,0";"35,0";"14,4";"14,9";"12,5";"884,1";"884,6";"884,1";"3,1";"80,0";"6,3";"1836,10";"0,0"
"23/02/2025";"2100";"28,0";"29,0";"27,7";"43,0";"44,0";"40,0";"14,3";"15,1";"13,4";"884,0";"884,1";"883,8";"2,6";"77,0";"6,3";"695,80";"0,0"
"23/02/2025";"2200";"26,6";"28,0";"26,6";"50,0";"50,0";"43,0";"15,1";"15,7";"14,3";"884,9";"884,9";"884,0";"2,8";"74,0";"6,6";"107,00";"0,0"
"23/02/2025";"2300";"25,6";"26,6";"25,6";"57,0";"57,0";"50,0";"16,4";"16,4";"15,2";"885,5";"885,5";"884,9";"2,3";"76,0";"5,3";"";"0,0"
"24/02/2025";"0000";"24,9";"25,6";"24,9";"61,0";"61,0";"57,0";"16,8";"16,9";"16,4";"886,3";"886,3";"885,5";"1,9";"77,0";"5,5";"";"0,0"
"24/02/2025";"0100";"24,1";"24,9";"24,1";"66,0";"66,0";"61,0";"17,3";"17,3";"16,8";"886,9";"886,9";"886,3";"2,2";"73,0";"4,8";"";"0,0"
"24/02/2025";"0200";"23,7";"24,2";"23,7";"66,0";"67,0";"65,0";"17,0";"17,4";"17,0";"887,3";"887,3";"886,9";"1,6";"72,0";"4,7";"";"0,0"
"24/02/2025";"0300";"23,5";"23,9";"23,3";"66,0";"67,0";"65,0";"16,8";"17,0";"16,7";"887,1";"887,3";"887,1";"2,9";"83,0";"5,1";"";"0,0"
"24/02/2025";"0400";"22,4";"23,6";"22,4";"71,0";"71,0";"66,0";"16,8";"17,0";"16,7";"886,8";"887,1";"886,8";"2,3";"115,0";"6,3";"";"0,0"
"24/02/2025";"0500";"22,1";"22,4";"21,9";"73,0";"74,0";"71,0";"16,9";"17,0";"16,8";"886,3";"886,8";"886,3";"2,2";"95,0";"4,4";"";"0,0"
"24/02/2025";"0600";"21,8";"22,1";"21,7";"75,0";"75,0";"73,0";"17,1";"17,1";"16,8";"886,3";"886,3";"886,2";"1,2";"81,0";"3,7";"";"0,0"
"24/02/2025";"0700";"21,4";"21,9";"21,3";"76,0";"76,0";"74,0";"17,0";"17,1";"17,0";"886,4";"886,4";"886,2";"1,7";"87,0";"4,1";"";"0,0"
"24/02/2025";"0800";"21,9";"21,9";"21,2";"73,0";"77,0";"73,0";"16,8";"17,2";"16,8";"886,6";"886,6";"886,2";"2,2";"83,0";"4,6";"";"0,0"
"24/02/2025";"0900";"20,9";"21,9";"20,8";"79,0";"79,0";"73,0";"17,1";"17,2";"16,8";"887,0";"887,0";"886,6";"1,0";"58,0";"4,2";"";"0,0"
"24/02/2025";"1000";"21,4";"21,4";"20,8";"77,0";"79,0";"77,0";"17,1";"17,2";"16,9";"887,6";"887,6";"887,0";"1,6";"81,0";"4,3";"66,60";"0,0"
"24/02/2025";"1100";"23,2";"23,3";"21,3";"69,0";"78,0";"69,0";"17,2";"17,7";"17,1";"888,2";"888,2";"887,6";"2,4";"74,0";"5,1";"735,40";"0,0"
"24/02/2025";"1200";"23,7";"24,2";"23,0";"68,0";"71,0";"66,0";"17,4";"17,9";"16,9";"888,7";"888,7";"888,2";"2,5";"87,0";"5,3";"1844,10";"0,0"
"24/02/2025";"1300";"24,5";"25,6";"23,7";"65,0";"68,0";"61,0";"17,4";"18,6";"16,9";"889,1";"889,2";"888,7";"2,4";"43,0";"5,5";"2395,90";"0,0"
"24/02/2025";"1400";"25,4";"26,2";"24,2";"62,0";"68,0";"60,0";"17,5";"18,2";"17,0";"889,0";"889,1";"889,0";"2,4";"350,0";"5,8";"2035,00";"0,0"
"24/02/2025";"1500";"27,3";"28,2";"25,4";"53,0";"62,0";"51,0";"16,8";"18,2";"16,7";"888,2";"889,0";"888,2";"3,3";"43,0";"6,8";"3740,20";"0,0"
"24/02/2025";"1600";"27,1";"28,9";"26,6";"54,0";"56,0";"48,0";"17,0";"17,7";"16,0";"887,2";"888,2";"887,2";"4,1";"79,0";"7,8";"3095,00";"0,0"
"24/02/2025";"1700";"26,8";"28,0";"26,6";"55,0";"56,0";"49,0";"16,8";"17,4";"15,7";"886,1";"887,2";"886,0";"3,0";"76,0";"8,0";"1485,50";"0,0"
"24/02/2025";"1800";"27,0";"27,1";"26,4";"51,0";"56,0";"51,0";"15,9";"17,3";"15,8";"885,3";"886,1";"885,2";"2,9";"72,0";"8,0";"1030,60";"0,0"
"24/02/2025";"1900";"26,4";"27,1";"26,3";"53,0";"56,0";"50,0";"16,1";"17,0";"15,6";"885,3";"885,5";"885,3";"1,9";"111,0";"6,2";"722,10";"0,0"
"24/02/2025";"2000";"26,2";"26,4";"26,1";"58,0";"58,0";"52,0";"17,1";"17,2";"15,8";"885,2";"885,4";"885,1";"1,9";"150,0";"4,5";"479,20";"0,0"
"24/02/2025";"2100";"22,9";"26,2";"22,9";"74,0";"74,0";"57,0";"18,0";"18,1";"16,9";"886,2";"886,2";"885,2";"2,1";"156,0";"6,5";"85,40";"0,0"
"24/02/2025";"2200";"19,9";"22,9";"19,4";"90,0";"90,0";"74,0";"18,1";"18,1";"17,1";"886,9";"887,1";"886,2";"0,8";"319,0";"8,4";"5,50";"0,0"
"24/02/2025";"2300";"20,4";"20,6";"19,8";"88,0";"91,0";"87,0";"18,4";"18,6";"18,1";"887,5";"887,5";"886,8";"0,9";"238,0";"3,5";"";"0,0"
"25/02/2025";"0000";"20,0";"20,9";"20,0";"90,0";"90,0";"84,0";"18,2";"18,9";"17,7";"888,5";"888,5";"887,5";"0,7";"114,0";"3,2";"";"0,2"
"25/02/2025";"0100";"20,1";"20,1";"19,7";"95,0";"95,0";"91,0";"19,4";"19,4";"18,3";"889,3";"889,3";"888,5";"0,6";"333,0";"1,4";"";"0,0"
"25/02/2025";"0200";"19,8";"20,2";"19,8";"96,0";"96,0";"95,0";"19,1";"19,4";"19,1";"889,5";"889,6";"889,3";"1,1";"342,0";"2,3";"";"0,0"
"25/02/2025";"0300";"20,0";"20,0";"19,5";"91,0";"96,0";"91,0";"18,4";"19,2";"18,4";"889,1";"889,5";"889,1";"1,2";"216,0";"2,9";"";"0,0"
"25/02/2025";"0400";"20,0";"20,2";"19,5";"91,0";"92,0";"90,0";"18,5";"18,7";"18,2";"888,7";"889,3";"888,7";"1,2";"139,0";"5,3";"";"0,0"
"25/02/2025";"0500";"20,2";"20,4";"19,8";"93,0";"93,0";"91,0";"19,0";"19,0";"18,3";"887,9";"888,7";"887,9";"1,2";"168,0";"3,1";"";"0,0"
"25/02/2025";"0600";"20,1";"20,2";"20,0";"90,0";"93,0";"90,0";"18,4";"19,0";"18,4";"887,5";"887,9";"887,5";"0,6";"103,0";"2,5";"";"0,0"
"25/02/2025";"0700";"18,9";"20,1";"18,9";"95,0";"95,0";"90,0";"18,0";"18,6";"18,0";"887,4";"887,5";"887,3";"0,5";"331,0";"3,5";"";"0,2"
"25/02/2025";"0800";"19,6";"19,6";"18,8";"95,0";"96,0";"95,0";"18,8";"18,8";"18,0";"887,6";"887,7";"887,3";"0,9";"167,0";"2,0";"";"0,0"
"25/02/2025";"0900";"19,5";"20,0";"19,5";"93,0";"95,0";"91,0";"18,3";"18,8";"18,2";"888,0";"888,0";"887,6";"1,9";"149,0";"4,4";"";"0,0"
"25/02/2025";"1000";"19,7";"19,8";"19,3";"91,0";"94,0";"91,0";"18,2";"18,4";"18,1";"888,8";"888,8";"888,0";"1,8";"137,0";"5,0";"85,40";"0,0"
"25/02/2025";"1100";"20,5";"20,5";"19,7";"86,0";"91,0";"86,0";"18,0";"18,3";"17,9";"889,5";"889,5";"888,8";"3,1";"123,0";"5,8";"497,20";"0,0"
"25/02/2025";"1200";"22,3";"23,1";"20,4";"79,0";"87,0";"77,0";"18,5";"19,3";"17,9";"889,8";"889,9";"889,5";"3,0";"84,0";"6,5";"1739,00";"0,0"
"25/02/2025";"1300";"22,5";"23,4";"22,0";"78,0";"81,0";"73,0";"18,4";"19,1";"17,8";"890,0";"890,0";"889,8";"2,7";"67,0";"7,7";"1723,90";"0,0"
"25/02/2025";"1400";"24,4";"24,6";"22,5";"70,0";"78,0";"69,0";"18,5";"18,9";"18,2";"889,6";"890,0";"889,6";"3,3";"71,0";"7,7";"2326,20";"0,0"
"25/02/2025";"1500";"25,3";"25,9";"24,5";"62,0";"70,0";"62,0";"17,6";"18,9";"17,6";"889,2";"889,6";"889,2";"3,7";"104,0";"7,3";"2620,40";"0,0"
"25/02/2025";"1600";"26,5";"27,2";"25,2";"58,0";"65,0";"54,0";"17,4";"18,9";"16,9";"888,8";"889,2";"888,8";"3,3";"76,0";"7,0";"2932,10";"0,0"
"25/02/2025";"1700";"26,4";"27,0";"26,2";"57,0";"59,0";"54,0";"17,3";"17,9";"16,6";"888,1";"888,8";"888,1";"3,1";"69,0";"6,8";"1549,20";"0,0"
"25/02/2025";"1800";"28,1";"28,1";"26,1";"52,0";"58,0";"52,0";"17,2";"17,9";"16,7";"887,0";"888,1";"887,0";"2,8";"47,0";"7,0";"2000,10";"0,0"
"25/02/2025";"1900";"21,5";"28,6";"21,5";"81,0";"81,0";"51,0";"18,2";"18,3";"16,6";"886,3";"887,0";"886,0";"5,5";"100,0";"10,7";"2356,80";"0,0"
"25/02/2025";"2000";"21,2";"21,5";"20,0";"79,0";"88,0";"79,0";"17,5";"18,4";"17,2";"886,0";"886,6";"886,0";"2,7";"64,0";"10,7";"307,60";"1,2"
"25/02/2025";"2100";"22,7";"22,9";"21,2";"76,0";"80,0";"71,0";"18,2";"18,4";"17,3";"886,2";"886,2";"885,8";"1,4";"133,0";"5,8";"321,00";"0,0"
"25/02/2025";"2200";"21,3";"22,7";"20,8";"86,0";"89,0";"73,0";"18,8";"19,3";"17,6";"886,7";"886,7";"886,2";"1,1";"149,0";"2,0";"46,00";"0,0"
"25/02/2025";"2300";"20,8";"21,5";"20,6";"89,0";"91,0";"84,0";"19,0";"19,3";"18,6";"887,1";"887,1";"886,7";"1,0";"126,0";"1,8";"";"0,0"
