Data,Hora (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Chuva (mm),Mes,Ano
2025-01-26,1580.0,26.448,27.112,25.16,59.48,65.8,56.28,17.624000000000002,18.7,16.788,887.488,887.868,887.2560000000001,2.2640000000000002,94.44,5.38,0.0,1.0,2025.0
2025-02-02,1590.2173913043478,23.09021739130435,23.82282608695652,22.12608695652174,76.17391304347827,80.80434782608695,72.16304347826087,18.469565217391306,19.175,17.666304347826088,885.5532608695652,885.9,885.3249999999999,2.472826086956522,274.7173913043478,5.965217391304347,0.1826086956521739,1.2934782608695652,2025.0
2025-02-09,1600.0,24.74065934065934,25.386813186813185,23.60989010989011,60.31868131868132,66.16483516483517,56.582417582417584,16.06153846153846,17.01868131868132,15.0978021978022,886.4208791208791,886.7208791208792,886.210989010989,2.8241758241758244,117.17582417582418,6.648351648351649,0.046153846153846156,2.0,2025.0
2025-02-16,1606.6666666666667,24.20888888888889,25.016666666666666,23.156666666666666,67.47777777777777,73.0,63.3,17.223333333333333,18.18888888888889,16.297777777777778,886.3966666666666,886.7188888888888,886.1411111111111,2.5744444444444445,119.35555555555555,6.018888888888889,0.3377777777777778,2.0,2025.0
2025-02-23,1600.0,26.63736263736264,27.313186813186814,25.4010989010989,49.0,54.69230769230769,45.76923076923077,14.401098901098901,15.474725274725275,13.345054945054946,887.3494505494506,887.6747252747252,887.1703296703297,2.6725274725274724,92.10989010989012,6.193406593406594,0.006593406593406593,2.0,2025.0
2025-03-02,1600.0,24.00769230769231,25.03076923076923,23.157692307692308,68.61538461538461,72.8076923076923,63.73076923076923,17.546153846153846,18.176923076923075,16.953846153846154,887.6538461538462,887.9961538461539,887.373076923077,2.646153846153846,110.1923076923077,6.623076923076923,0.04615384615384615,2.0,2025.0
