Data,exog1,exog2
2025-01-26,26.448,2025.0
2025-02-02,23.09021739130435,2025.0
2025-02-09,24.74065934065934,2025.0
2025-02-16,24.20888888888889,2025.0
2025-02-23,26.63736263736264,2025.0
2025-03-02,24.00769230769231,2025.0
