data_hora,Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Min. (%),Vel. Vento (m/s),Mes,Ano,Radiacao (KJ/m²)
2025-01-05,24.02261904761905,24.80714285714286,23.03809523809524,70.1547619047619,66.11904761904762,2.363095238095238,1,2025,1450.6130952380952
2025-01-12,23.04404761904762,23.679761904761904,22.152380952380952,77.73809523809524,74.61904761904762,2.8392857142857144,1,2025,1394.5511904761904
2025-01-19,22.30952380952381,23.066666666666663,21.395238095238096,80.55952380952381,77.02380952380952,2.967857142857143,1,2025,1472.6309523809523
2025-01-26,25.07583333333333,25.80666666666667,23.85666666666667,65.06666666666666,60.93333333333333,2.29,1,2025,2000.155
